1489,"""현민아 개콘PD  딱 니 싸이즈다  가서 세트장이나 만들어라"""
1490,"""얌마 회담을 쇼로 생각하냐? 정신차려라 핵포기문제가 다른 나라 얘기냐? 도보다리회담하면 핵포기하냐?  대가리에 생각이없냐?"""
1491,"""그건 문대통령한테나 보여주기식은 통하는 것이고, 또럼프는 보여주기가 아닌 실질적인 내용이 중요하는 것이니 니가 생각하는 것 만큼 문제되지는 않는다. 시즌2같은 소리하고 쳐자빠졌네... 껍데기에 똥만 가득차있어가지고"""
1492,"""가끔은  형식이 필요하지않을때도 있죠"""
1493,"""실제는 탁현민 인터뷰는 훨씬더. 긍정적으로얘기했는데 시간이급박해서. 그럴수밖에. 없엏을것이다등 글로보니 탁이 후임자들 깠다는 내용이라 씁쓸."""
1494,"""건방진 성희롱꾼."""
1495,"""뭔 개소리야?  트럼프가 제안하고 김정은이 응답해서 만들어진 급벙개식의 북미회담이구만  뭘 연출하고 자시고 할수 있다고..."""
1496,"""탁위원의 의견도 있는데, 도보다리까지 연출하면 효과가 많이 줄어 듭니다. \""어, 저거 지난 번에 했던 것과 같잖아\"" 이렇게들 생각할 것이고, 카메라 흔들리거나 기자들끼리의 자리차지 이런 것은 근본적으로 기획된 \""연출\""이 아니고 자연스런 감동을 주는 \""생방\""이라고 생각하면 됩니다. 누구든 이미 벌어진 일에 대하여는 왈가왈부할 수 있지만 어제의 한 장면, 장면은 \""연출\""이 아니었습니다. 다른 모습을 보여줄 수 있게 한, 준비한 분들의 생각도 존중해야지요."""
1497,"""썰렁한 농담하는것도  박근헤 닮았다.  따뜻한 마음씨도, 정상적인 사고력도, 콘텐츠도 없는 그저그런 공안검사로 제2의 남자 박근헤 그 이상도 이하도 아닌 사람."""
1498,"""칠푼이  박근헤가 가고  팔푼이  황교활이왔네 ㅋㅋ"""
1499,"""꼰대스타일이 문제가 아니라니까 그러네\n학생운동하던 애들 간첩 빨갱이 만들던 공안검사라니까 그러네 ㅋ 박근해 국정농단 동조하고 모른다고 발빼는 양아치 범법자라니까 그러네!!"""
1500,"""황교안은 교활하면서 한결같은 면이 있다. \n노회찬이 국보법으로 구치소에 수감되었을때 당시 공안검사 황교안은 구치소는 따뜻하면 안된다\n추워야 반성한다고 말했다지\n유머라는 걸 모르는 인간이다.. 저런 사람 집권하면 바그네 저리가라 일듯"""
1501,"""법조문 외우는데 잘 했을 지 몰라도 국민과 교감하는 정치아이큐는 바닥이라는 걸 스스로 잘 증명하고 있다. 빤스먹사를 장관한번 하시죠라고 하질 않나, 당원행사에 바지를 까고 빤스 보여주면 희죽거리질 않나? 엄청 빤스를 좋아하나봐? 빤스먹사만세! 빤스장관 만세! 빤스당원 만세! 빤스대표 만만세! 개누리당 만만세! 계속 화이팅! 봉숭아학당보다 낫다!"""
1502,"""홍준표 다음은 황교안이 X맨 역할이냐? 참 얘네들은 당대표라고 대체 어디서 이런 물건들을 데려오는지, 참 신기하기도 해. 너네들이 최순실한테 꼼짝 못하던 이유가 진심으로 이해된다. 최순실보다 잘난 사람이 있어야 말이지."""
1503,"""ㅋㅋㅋ박근혜보다 더 멍청해보인다"""
1504,"""황교안은 군대면제 인정해주자. 군대갔다온 사람보다 삽질을 더잘한다 ㅋㅋㅋㅋ"""
1505,"""박근해 밑에 있던 총리.역시 그녀자하고 비슷하게. 유체이탈.언어구사 미숙,사고가 미성숙함. 한마디로 말해서, 좀 어벙한 사람이라고 생각된다."""
1506,"""대접이나 받으며 으시대는게 지도자라고 생각하고 있는 타고난 꼰대 색퀴"""
1507,"""하루라도 뻘짓 안하고 넘어가는 날이 없네 ㅋㅋㅋㅋㅋ"""
1508,"""황근혜는 왜 지가 꼰대인지 모르지.ㅋㅋㅋㅋㅋ"""
1509,"""갑질의 생활화\n오랜공안검사생활로 저런짓이 갑질이라는 것도 인식 못하는 황교만"""
1510,"""상상만 해도 끔찍하다.. 저런 배려심 1도 없는 인간이 권력을 잡으면 얼마나 사람 피곤하게 만들지.."""
1511,"""이것이 황교주가 살아온 인생이다. 뭐 농담이 먹힐 말과 표정도 아니고 얼마나 권위주의적이었으면 농담도 어이상실 ㅋㅋ"""
1512,"""극단적인 권위주의자...\n지가 말만하면 다 뜻대로 되야하는가봐...\n제왕적 대표..능구랭이..."""
1513,"""이렇게 말실수 자주하기도 어렵다.전형적인 사회성부족에서 오는 현상이다.홍준표 김성태 나베 등등 전부 사회성 도덕성 부족에서  입장곤란하니 막말이나  정부흠집내기외엔 할수있는게 없다.이건 능력의 문제가 아니라 자격의 문제인거다."""
1514,"""역시 공안검사 출신은 틀리네"""
1515,"""저런사람이 대통령되면 박근혜보다 홍준표보다 더 나라 망한다."""
1516,"""말만 자유지 자유스럽게 뭔가를 해봤어야지~  유신독재 공안검사가."""
1517,"""레이다 스코프를 감시했던 사람들에게 물어 보면 다 안다. 세때와 항공기의 항적을 구분하지 못하는 시람은 없다는 사실을. 이젠 군은 더 이상 신뢰의 집단이 아니다. 본연의 자세를 잃고  정치의 하수인 노릇을 하는 집단일뿐이다."""
1518,"""문재앙 그자체"""
1519,"""글쎄 진정 새떼일까요?\n새가 4.5키로 상공까지 높이 나는지요?\n웃기고들 자빠졌습니다. 국민을 바보로 아시는지?"""
1520,"""새떼가 레이더에 잡히다니  무슨 철새떼가 레이더에잡혀 나리친적있나.무슨 속임수로 또 위장하려는건가  그럼 철새날아오고 날아갈때마다 서로 비상걸리겠네.애들데리고 장난하는것도 아니고 어떤 물체인지  그렇게 늦게 맞춰서  나중에  북에서 침범하고  난뒤에도 그런 얘기가나올까.한심하다"""
1521,"""이번사태 문제인이 만약 주체사상 공산주의자에 정멀 북한 앞잡이라면 이번에도 또 얼렁뚱땅 넘어가겠지"""
1522,"""어떤새가  4.5km상공을  날아간다더냐?  \n진짜로 미친 새이들이구나!"""
1523,"""곧 새떼로 판명되었다는 발표가 있을 것이다. 사실은 북측 정찰기이지만 그게 알려지면 남북대화와 원조가 아무런 의미가 없음이 다시 증명되는 것이어서 정권 유지에 치명타가 될 수 있기 때문에 끝까지 숨기려 할 것이다."""
1524,"""2009년 백령도 근무할때 눈 앞에서 북한 전투기가 백령도 상공을 통과해 날아갔고 대공발칸포 사격도 했었으나 \n정작 그 날 뉴스에 나온건 새떼 전투기 오인사격이었다.\n그 이후로 뉴스는 안믿지"""
1525,"""불상 시리즈 또 나오겠네..제2탄 불상의항적.. 미친나라다..진짜.."""
1526,"""천안함때도 전투기 출격시켜놓고 새떼라고 하던 놈들이다. 뭘 덮은거냐? 북한 무인기? 하긴 삼척항에 간첩이 와도 표류하던 어민이라며 그냥 북한보내는 놈들인데 뭐. 정말 심각하다 안보나 경제나. 더 심각한건 독재하려고 댓글조작 통계조작 여론조사 개표조작. 문제는 견제할 야당들이 공산당 2,3,4중대 노릇하고 있다는거다."""
1527,"""아마도 강제로 새떼가 될듯하네요^^\n폭격기가 내려와도 문모씨는 새떼라고 말할거니까요 ㅋㅋ"""
1528,"""ㅋㅋ얼마나 정보력이 없으면 새 따라다니냐"""
1529,"""새가 4만5천 상공으로 날아다니는게 있을까?\n국민을 개돼지로 아나?"""
1530,"""국민이 국방부를 안믿는 이나라가 정상일까.  김관진 국방장관때가 국민은 안보에 대해 안심햇다 정경두 이자는 어떻게 4스타가 됏는지 의문이다"""
1531,"""4.5km  상공에  온도가 몇도인지  알기나 하냐?  그곳에  새가 날아갔다고?  ㅈㄹ도 앵간히 해라. 그리고  공부 좀하고~~~!!"""
1532,"""이것도 군인가? 새떼에 전투기를 띄워,   정말 웃긴다. 소도  웃을 일이 요즘 대한민국  군에서 벌어지고 있다.  군인은 목숨걸고  국가와 국민만을  위해야지.   쪼다들  똥별달고 청와대  눈치나 보고  청와대 행정관  만도 못한것들."""
1533,"""합참 관계자는 \""미상 항적이 고도 3∼5㎞, 50노트의 속도로 비행했다\""며 \""독수리는 7.5㎞까지 날고, 기러기나 고니도 해당 고도에서 비행한다\""고 설명했다. -&gt; 일단 기러기랑 고니는 겨울 철새 아닌가요? 다른 새일듯 한데.. 독수리는 새떼라고 했으니 당연히 아니고. 무슨 새인거야? 설마 신종?"""
1534,"""어떤새떼가 4.5키로 상공을 날았을까~요???  이런식으로 목선 넘어온거 발견 못한것을  날지도 않은 새떼로 국민들 우롱하네..지금 어느 시기인데  4.5키로 상공을 이동하는 새떼가 어디있나?? 거짓말도 좀 앞뒤 잘 맞혀서 해라 빈 깡통 새끼들아..."""
1535,"""어제 조국이 정전인 뭐라고 설레발치더니, 달창, 문슬람들 풀발해서 미쳐 날뛰더니... 북한 도발하네? ㅋㅋㅋㅋ 이 저능아 놈들"""
1536,"""진짜 새떼냐 못믿겠다 간첩선을 어선이라고 하는것들인데"""
1537,"""현송월 얼굴이 탄밥이네ㅋㅋ 교화소갔다왔냐?"""
1538,"""트럼프는 대선홍보용 사진한장찍고, 김정은은 트럼프에게 핵보유에 써먹을 쿠폰한장 챙겼고, 문재인은 지지자들 결속 시킬 명분하나 얻었고, 비핵화는 오리무중이 된 퍼포먼스...."""
1539,"""중앙 기레기 야 \n뭘 김여정이 지켜본다는 말이냐 ?\n제대로된 사진이라도 올려놓고 기사써라.\n전혀맞지 않은 사진가지고 억지기사쓰는 \n쓰레기언론 ."""
1540,"""북괴는 사이비교주와 신도들....그리고 이들에게노예처럼 사는 인민들"""
1541,"""현송월이 입을보면은 아랫도리 옹달샘은 엄청클것같음."""
1542,"""현송월이니 김여정이니.. 쟤들 얼굴을 자꾸 봐야하는 이 정권 극혐."""
1543,"""세상에...왕조국가도아니고   세습에   심지어30대초반의여자가   실질적2인자하는   이상한국가시스템."""
1544,"""돼지년 빨갛게 달아올랐네~ ㅋㅋㅋ 삐족구두 신고 다리 부은 것 좀 봐라~ ㅋㅋㅋ"""
1545,"""현송월은 의전,외교쪽으로 전문가도 아니고  뭘안다고 저런자리에 끼는지 모르겟다.가서 합창단 연습이나 시킬것이지"""
1546,"""북한주민들 굶어죽는데 혼자 수백만원 넘는 샤넬 백들고 잘난 줄 아는 꼬라지 ㅠ 저런 놈들한테 대한민국 국민이 피땀흘려 낸 세금 갖다받치지 못해 안달난 좌파 정권 ㅠ 한심하다. 문씨는 3대세습독재정권 유지에 목매지 말아라."""
1547,"""핵을 무대로 위장평화 쑈쑈쑈"""
1548,"""특수요원이 여장하고 나타난거임...."""
1549,"""만나는건 만나는거고 축하할건 축하하고...근데 중요한것을 잊으면 안돼....들뜨지말고 냉철하고 차분하게....상대는 130만의 군대를 가진 호전적 집단이다"""
1550,"""현송월이 밤에 그렇게 잘한다더라. 그래서 죽이지도 못한다고 하더라."""
1551,"""한심한 언론 이 기사가 우리가 알아야 하나. 쓰레기 기사"""
1552,"""야당은 범죄자취급. 적국 3대세습 학살자 딸년은 상전취급ㅋㅋㅋ 언론도 맛이갔네"""
1553,"""송월타월 발 걸레로나 써야겠네. 얼굴 닦기에는 좀 썩은거 같다."""
1554,"""문재인은 저기 왜 갔음?? 보스 김정은과 5초간 포옹하러 갔구나"""
1555,"""아~ 정말 몇날며칠 계속 혼내주고 싶다~! 현송월이~! ㅋㅋㅋ"""
1556,"""북한 촌년 그 이하이다...."""
1557,"""문재인 똑똑하네. 이런식으로 삼성전자와 대한민국을 무너뜨리고 적화통일 거지국가로 한발 내딛게 만드네. 과연 엘리트 고정간첩 문재인"""
1558,"""앞으로 제발 일본 제품 쓰지 말고 일본 여행좀 가지 맙시다~~~~!!"""
1559,"""2년간 지켜봤지만...항상 사고는 본인들이 저지르고 해결은 기업이 알아서 할일이라고 하더군......해외로 떠나라는데 눈치없이 남아서는..."""
1560,"""외교는 감정이 아닌 이성으로 해야한다 일본을 우습게 알면 나중에 중국 꼴 난다는걸 재앙이는 외 모를까?  힘을 시르고 때를봐서  해야될게 있는데 그저 인기영합으로 만사를 대하니 욕먹어도 싸다. 견자식."""
1561,"""이런식이면  우리도 일본 관광 가는거 중단 해야 하지 않나요?   더이상 호구 되기전에 ㅜㅜ"""
1562,"""대통령은 돌아 다니면서 사고치고, 수습은 기업들이 하고..."""
1563,"""지금 우리나라 기업들 난리가 났는데 문재앙은 등신짓만 하고 다니면서 기업이 알아서 하라는 꼬라지..."""
1564,"""문재인 특기 ----------------나라 말아먹는 것   ---------------역대 최악이다"""
1565,"""아마추어 정권인 것이 이런 때에 나타나는 것이지!! 한치 앞도 못 내다보고 과거사에만 매달려 우리의 수출산업에 찬물을 끼엇는 바보들의 집단들이지!! 문머저리는 이런 놈들에게 휘둘려 장단만 맟추고 있으니 나라 경제가 정말 걱정이다!!"""
1566,"""국내산업 발전하게 해주네"""
1567,"""친일파보다 더 나쁜게 토착빨갱이다. 재앙이가 나라 말아 먹는 속도에 말이 안나온다 저것도 능력인듯"""
1568,"""달창들이 얼마나 무지하냐면..  우리나라에 들여와있는 기계들이 80%이상이 일제고 농촌에 사용하는 씨앗 교배기술로 인한 로얄티 등 일본의존도가 상당히 높다는거 자체를 모른다. \n국교 단절??  누가 손해일까 과연? 일본은 한국 없어도 충분히 유지가 되는 나라지. 다른 나라와 수교하면 되니. 근데 한국은 당장 어느나라 부품과 어느나라 기계를 들여와야할까??"""
1569,"""문재인 붕신 때문에 여기저기서 보복 당하네 ㅋㅋ 임기 끝날때 쯤이면 어디 아프리카에서도 한국 보복한다는 소리 나올듯"""
1570,"""80년전 일을 갖고 10번이상 우려먹는\n나라는 한국이 유일할것이다!\n그런데 80년전(일제통치),40년전(5.18),5년전(세월호) 사건갖고 우려먹지만  70년전 일(6.25,,중공군)은 언급하기조차 꺼리는 민족이 한민족이다!"""
1571,"""빨리 탄핵하자  나라 거들난다"""
1572,"""솔직히 나라가 힘이 약해서 지배받은걸 챙피하게 여기고 더큰 부강대국으로 만들도록 노력하고, 과거를 잊고 미래를 향해여한다  이젠 용서할때도 되었고,  박정희때나 지금까지 그만큼 일본에게 그만큼 뻬먹었다.  이제좀 후손들을 의해 미래를 물려줄수는 없냐??"""
1573,"""진짜 이제는 되돌릴 수 없는 강을 건넜네요. 북한과 평화를 위해 경제, 외교 모든걸 다 내평겨쳤네요. 1을 얻고자 99를 버리 문재인."""
1574,"""아무대책도 내밀만한 카드도 없이 감정적으로만 앞뒤안가리고 반일감정 내세우는데 뭔 외교가되고 국익이 생기겠나...."""
1575,"""공급 차단되면  삼성  하이닉스 엘지는. 치명적 상처받는다생산중단되고  국가경제 엄청난 타격받게된다"""
1576,"""또하나 국산화의  길을 열었다  힘들겠지만 ㅜㅜ"""
1577,"""저것들은 미국 시민권자들인가?\n남의 나라 국기는 왜 들고 다녀?\n저걸 누가 보수라하냐?\n그냥 흔히들 아는 등신들이지...\n이젠 욕도 안나온다.\n가치가 있어야 댓구해주지...\n하찮아도 너무 하찮다...."""
1578,"""내가 진짜 제일 쪽팔린게 자기나라에서 성조기 들고 흔드는 인간들이다.. 주권의 개념조차 없는 사람들"""
1579,"""성조기응 내리건 날건 관심없는데 제발 태극기 좀 내려라.죄없는태극기가 너무 안타깝다.태극기 이미지 좀 생각해라."""
1580,"""쪽바리 일본 극우는 자국 이익을 무조건 추구한데 우리 극우는  무조건 문재인 반대.  빙    신     들 ~~~"""
1581,"""이미 늙어빠져 사회에선 철저히 무시받던 그들끼리 모이니 자신들이 뭐라도 된 것처럼 태극기부대라는 명칭으로 주목받자 태어나서 처음 느껴보는 감정에 취해 정치적으로 철저히 이용하는자들의 미사여구 몇마디에 속아 자신들이 정말 애국자인줄 알고 똥인지 된장인지도 모르며 살고 있다. \n정보의 진위여부와 후손이 살아갈 이나라는 이미 중요하지 않으며 오직 자신들을 인정해주는척을 하는 군대도 다녀오지 않고 자칭 보수라 외치는 정치인들의 말이 법이요 진리로다.\n흐려진 판단력으로 오늘은 이랬다가 내일은 저랬다가 가볍고 경박하게 살아간다."""
1582,"""사고가 1970년에 머물고 계시는 수구들임.. 나라미래나 좀먹지 말아라.. 지저분하고 냄새나는  천막은 니네 집앞에다 치고 시민들 통행좀 막지말아라 광장이 니네거냐?"""
1583,"""트럼프도 빨갱이라고 하지 그래 ㅋㅋ 하여간 토착왜구들이란 ㅉㅉ"""
1584,"""트럼프도 빨갱이 미국도 빨갱이ㅋㅋㅋㅋㅋㅋㅋ 나중엔 지들끼리 빨갱이라면서 서로 치고 박고 싸우고 죽이고 하다가 전멸할듯^^"""
1585,"""대체 성조기는 왜흔드냐?\n트럼프는 우리공화당인지 우리공당인지  존재조차도 모르고 관심도 없을낀데~  조원진이 양아치같은놈이 운좋게 뱃지달았다가 감투쓰고파서 어거지로 만든당~\n꼴에 당대표래~개가 웃을일이다"""
1586,"""자꾸 무고한 시민이 죽었다는데.ㅋㅋ 연세도 많은 분들이 탄핵반대한다고 흥분해서 심장질환으로 죽고, 시위참가자가 경찰차량 탈취해서 지랄하다 떨어진 스피커에 죽은걸 누구탓을하냐?? 태극기집회때문에 사람이 죽었는데, 태극기집회가 지랄하는건 너무 양심이 없는거 아니냐??"""
1587,"""니네들 논리대로면 숭배하는 미국 트럼프님도 빨갱이니 이제 우짤기냐? ㅋㅋ 천하에 OOO 꽉 막혀가지고 쯪 쯪 에혀~ 답답들 하십니다 반공 교육에 쇠뇌되어서 사리분별이 안되요"""
1588,"""자기 이익에 반하면 미국도 빨갱이라고 부를 기세구나..."""
1589,"""도람프는 너희를 벌레로 생각한다\n걱정하지마라 숨겨둔 일장기를 걸어라\n아베는 너희를 기억해줄테니\n자한당우 일본당 이다\nOOO  그걸 아직도 모르고 성조기를 달고 잇다니"""
1590,"""오늘 일장기 들고 나오던데ㅋㅋㅋ 미친"""
1591,"""정작 트럼프는 관심도 없는데 지들끼리 빨다가 삐지고.."""
1592,"""트럼프는 니들의 존재를 개미만큼도 생각하지 않는다~"""
1593,"""이제 일장기 걸어야지? 본색 나올때도 되지 않았나??? 그렇게 찬양하는 박정희가 친일파 출신이니까."""
1594,"""빨아주고도 혓바닥 수난 당하네  틀딱들 ㅋㅋㅋㅋㅋㅋㅋㅋ"""
1595,"""북한넘어갔다온 트럼프빨갱이를 우짤꼬?ㅋㅋ"""
1596,"""이제. 알았냐 미국 보수는 철저한 자국 우선주의야. 저런게 보수라는 거다. 알겠냐 자국에 이익을 위해선 보수 진보 할것없이 잘되면 배아파서 비판만 하는게 아니라 서로 힘을 합치기도 하고. 트럼프는 우리나라를 조금도 생각하는 사람이 아니라 미국에 이익 본인 이익만 생각하지 우리나라 자칭 보수틀닭은 관심 일도 없씀 그게 정석인데 그동안 성조기 노망난듯이 흔들어 재기더니 이제는 트럼프 보고 빨갱이라 하더라 참 ㅡㅡ 한심한 인간들임보수정치라는건 빨갱이만 왜치면 보수가 아니라 철저한 자국이익을 위해서 일하는게 보수라는 거다 알간?"""
1597,"""외신봐라 제발 지금당장 로이터 들어가서 북미회담 본문좀 읽어봐 문재앙 저새끼 말은 없음 저새낀 꺙 깍두기"""
1598,"""코메디네. 영어 못 알아듣잖아"""
1599,"""웃기고 있네 문재인이 뭔 소린지 꽤도 알아처먹었겠다 영어도 못 하는 놈인데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"""
1600,"""귓속말을 알아들었다고?? 개가 웃는다"""
1601,"""영어도 모르는 인간이 귓속말이라  ㅋㅋ 뻥도 참"""
1602,"""그 치매노인은 한국말도 통역이 필요한데 먼 짓을 한거?"""
1603,"""한국말도 못쳐들어먹는 사람한테 영어로ㅋㅋㅋ"""
1604,"""귓속말 하면 뭐해 알아 쳐 먹질 못하는데...."""
1605,"""문통이 언제 영어 공부를 했어요. 개가 웃겠다. 트럼프의 귓속말 알아 들었데요..ㅋ.ㅎㅎㅎㅎㅎㅎㅎㅎ핫핫핫 배꼽 빠진분 많겠다. ㅎㅎㅎㅎㅎ....."""
1606,"""재앙이가 좋아할 말했으면....지금쯤 매스컴에서 난리법석  떠들게 했겠지!"""
1607,"""트럼프한테 중요한 말을 전해들었으면 벌써 까발리고 자랑했겠지,입이 근질거리는데 조용히 있겠어,얼마나 사악한 놈들인데^^^"""
1608,"""일본 반도체 소재 수출 규제나 좀 신경써라. 실리외교 하라고 좀"""
1609,"""진심을 가지고 사람을 대하면 통하는 거다 일본을 봐라 아베가  트럼프한테 최고의 접대를 했지만 뭐랄까 영업사원이 큰거래처 담당자한테 접대를 하는 느낌이었다 트럼프도 그걸 아니까 접대는 받으면서 일본 뒷통수를 치는 발언을 많이 했다 한국도 방위비분담금을 올렸지만 1조를 넘기지 않게 지켰고 철강 자동차등에서 잘지키고 있는 중이다 한국이 일본에 비하면 진짜 로비력도 딸리고 쓰는 돈도 엄청 적은데 미국과 잘해내고 있다"""
1610,"""“어제 니 마누라 옷입는 꼴보니 미친것 같더라~”"""
1611,"""푸핫. 빵터짐. 문재앙 영어 1도 못하는데 트럼프 대통령이 한말을 전혀모름.ㄷㅅ"""
1612,"""한국당은 이런 만남 자꾸만나면 싫어 합니다 빨갱이 놀이 전쟁놀이 해야 하는데 자꾸 평화모드로 가는걸 극히 민감해 하고 있습니다 붉은깃발만 꼽으로 투표해주는 지역민들에게 타격이 갑니다"""
1613,"""영어도 못하는 문맹에게 귓속말?"""
1614,"""귀속말로 “정으니가 너보고 삽살개래.” 이랬을려나? ㅋㅋㅋ"""
1615,"""경제 살아났나? 일자리 생겼나? 비핵화 됐나? ㅋㅋㅋ"""
1616,"""트럼프, 판문점 떠나며 文에 한 귓속말은?... \""김정은이 회담에서…\""......\""너랑은 절대 다시 안 논대\""..ㅋㅋㅋ.....그 말 듣고 충격 받아서 휴가갔나?..."""
1617,"""파란나비 상징 지금껏 들어본 적도 없는데. 갑자기 뭔 강제 논란이야?"""
1618,"""나비라는 글자만 같은 걸 가지고 구성원간 갈들을 일으키려고 부채질하는 조중동 기레기들~~~"""
1619,"""반미세력기자인가?? 트럼프가 본인 입으로 김정숙 여사가 매우 좋은 사람이라고 말했는데?? 왜 자꾸 반미세력들은 여사님 가지고 장난질 하는가??"""
1620,"""별것도 아닌걸로 트집 ㅋㅋㅋㅋㅋhttp://naver.me/5fSaswI5 “Fantastic Woman” 틈만 나면 김정숙 여사 특급 칭찬한 트럼프 대통령"""
1621,"""파란나비라는게 뭘 의미한다는 약속인지 김정숙이는 알고 있었을텐데 대외적인 특히 사드문제에 트럼프앞에서 저걸 햇다는건 의미가 크지.............."""
1622,"""애시당초 문제의 소지를 안 만들어야지~~G19 업서버 때도 프랑스 대통령 부인 팔짱을 왜 끼냐~~??유럽에서는 동성애로 오해 받는다~~아르헨티나 대통령 부인이 말려서 다행이지~~ㅠㅠㅠ"""
1623,"""온세계 각국 가는곳 마다 망신살 제조기 특허 발명품 인가 봅니다\n김여사의 대단한 사상세계 존경스럽네요~!!"""
1624,"""파란나비는 사드르배치말라는 정수기의 고증통해 트럼프대통령에 항의하듯달고나왔다 그러나 미국이어떤나라인가 저뜻을미리파악한 미국은 트럼프가 정수기는 나라를무척사랑하고 죄인이를무척좋아하는것같은사람인것같다고말했는데 이게 우리가듣기에는좋은말같은데 절대아니다 미국트럼프는  불쾌한걸 반유법을써서말한것이다"""
1625,"""청와대 말대로 파란나비가 그런의도 없었다고해도 정치적인 목적으로 쓰이는 파란나비 브러지 안하는게 정상아니냐?"""
1626,"""의미없이 청와대나 대통령 영부인이 떠들거나 착용 행동하는것은 없는거다 밥먹고 ㄸ싸는것빼고 ㅡㅡ 그런데 그런의미가있는 그런걱을 형상화한것 논란이될만한것들은 피하는게맞지 것도 트럼프가 온날; 평소 그런 정치적 색깔 정치적 행동들을 정수기가 하니까 이런논란도 만드는거다;;"""
1627,"""일단 어울리지도 않은 색깔 매치에 굳이 미국대통령 만나면서 오해살만한 짓거리한게 사실 아닙니까?"""
1628,"""지랄을 해요..   정치하는 놈들이나..  기사쓰는 자식들...      낭비만 하고들 있어요..   지면낭비, 시간낭비...   얼마나 뭐를 해야할지들을 모르니 쓸데없는데 정신들이나 ....   참 필요없는 인간들 정말 많어.."""
1629,"""파란나비를 다른사람은 몰라도 그분은 모를리가 없지요ㅜㅜ 넘 위험한행동을 했군여ㅜㅜ"""
1630,"""첫날은 김정숙 다음날은 진선미가 파란나비 달았지 이게 우연이라고? ㅋㅋ 좌파스레기들 거짓말은 알아줘야해"""
1631,"""옛말에 오해받을 행동 하지말라 했다. 의도는 그게 아니더라도 나라의 외교가 좌지우지되는 그런 자리에 저런 짓거리를 하다니...생각이 없는건지, 트럼프 엿먹으라고 시위를 하는건지, 도대체 이해가 안간다, 저년 하는짓은.."""
1632,"""트럼프가 굳이 김정숙여사에게 안부인사를 전해 달라는 흔하지도 않은 이상한 메세지를 보낸 것이 설사 몰랐다 하더라도 진정코 주의력 결핍이다. 요즘 청와대 외교라인을 보면 확실히 제 정신이 아닌 것은 분명하다."""
1633,"""zㅋㅋㅋㅋㅋㅋ 참 별 생쇼를 하네.... 가지가지한다.. 별것도 아닌것 같고 트집잡고"""
1634,"""이게 알고 그랬든 모르고 그랬든 미국 입장에서는 엄청 기분이 나쁘죠. 영부인이라면 상식이라는것을 가지고 살아야 할텐데 상식 이하 수준이니 외교망신도 모자라 트럼프 대통령 앞에서...참.. 대한민국의 한 국민으로써 너무 나도 수치스럽네요 저런 사람을 영부인이라고... 그리고 미국 욕하시는 분들 그러시는거 아니에요 저희가 지금 이렇게 자유 롭게 살고 있는 이유는 6.25 당시 같이싸워준 미군들이 있었기에 가능 한겁니다. 미군들과 다른 나라의 군대들이 아니였으면 저희는 지금 정은이를 보면 울먹이고 박수를치며 밥도 못먹고 핸드폰도못해요"""
1635,"""역시 경인선가자도 조사해 봐야 되는 거였음.. ㅋㅋㅋ.. 아주 적극적이네.. ㅋㅋㅋ.."""
1636,"""체코에서 재앙이 찾아 천박하게 뛰어다니지 않나 5.18 기념식에서는 야당 대표 악수 거부하고 패싱하질 않나 G20에서는 프랑스 영수인 팔짱끼고 친한척하다 아르헨티나 영부인에게 푸싱 당하는 참교육 받질 않나 정말 저 도야지 여편네가 대한민국 국격 떨어지는 짓 그만 보고 싶다"""
1637,"""여기저기 기사들마다. 한반도 평화를 반대하는 극우 태극기부대와 수구꼴통 악플러들의 댓글이 정말 지긋지긋하다. 묵묵히 흔들리지 않고 가는 문대통령 진심 수고했다"""
1638,"""ⓘ 자한당에 의해 삭제된 댓글입니다."""
1639,"""별별 연예인 기사도 나는 판에 영부인기사 날만 하지 않니? 이례적이라쟎아. 배배 꼬여서 악플 달지말고, 맘 곱게 써라"""
1640,"""그냥 예의상 한 말에 의미부여해서 김정숙 띄우기하네 요즘 김정숙 나대서 욕처먹고있는거 무마해보려고?"""
1641,"""호호호 맞아. 내가 아주 훌륭하고 굉장히 특별하긴 하지. 경인선 그거 아무나 타는거 아니에요. 또 내 절친이 보유한 문화제만 해도 얼마야. 호호호. 맞다. 재선하고 싶으면 비법좀 가르켜 드릴까요. 경인선 타면 백악관도 다시 입성하는 건 문제도 아니거든. 호호호. 두유노 경인선? 두유노? 호호호"""
1642,"""다 좋은데 결국은 미국 아니면 아무 것도 못하는게 슬픕니다... 일전에 북한이 대한민국은 간섭말라는 이야기를 했을 때 얼마나 화가나던지.... 대한민국의 최고 우방이 미국인 만큼 우리가 얼마나 중립외교를 잘 해야하는지 이번에 다시 한 번 알게 됩니다..."""
1643,"""김정숙이 나댄다는 이야기지.  ㅉㅉ"""
1644,"""이거 바로 알고 넘어 가세요  김정숙 여사 파란나비  브로치 달았어요  말그대로  트럼프에게 사드배치 철회하라고  시위하는 거에요 그래서 트럼프가 그  네용을 알고  초반 연설에서 김정숙 여사에게 칭찬이지만 무레함을 그렇게 표현한 거에요  여사를 초반 연설에서  칭찬하는건  거의 이레적임니다 말 그대로 불케 하다는  칭찬으로 알아야 합니다"""
