,0
4491,"""정치적으로 한쪽에 편향된 사람이 법무부장관?? 참 공정하게도 법 집행하시겠어요 ㅎㅎㅎ"""
4492,"""여적죄 빨갱이 파렴치한 좌국 당장 구속 소사하라!!!!!!!!!!!!"""
4493,"""법을 요리조리 잘 빠져나가셔서 법무부장관 시킬려는거냐??"""
4494,"""옳고 그름도 없고, 원칙도 없고... &lt;인사&gt;가 아닌 &lt;숙청&gt;을 해대며 자기들 권력 공고화에 목을 매는 더불어조선민주주의당 해체해주세요."""
4495,"""문재인의 조국"""
4496,"""조씨    내려오너라  -   국민"""
4497,"""..............이념은 원숭이참배,  재산은 상실직 국회의원, 자녀병역은 두드러기부터 올라가 볼까?!"""
4498,"""민주주의 국가라면 국민들의 소리에 귀를 귀울일테고 아니라면"""
4499,"""다른놈들보다 지는 더하네 이념 재산 병원 도덕성 능력 하나라도 나은게있냐 ㅋㅋㅋㅋㅋㅋㅋㅋ"""
4500,"""이런데도 빨아주니 OOO소리듣는거다..."""
4501,"""이인영 이 역적같은새기  국가보다 지 밥그릇이 더중하냐  OOO   역적놈을   대변하고 죄아이는  완전 북한 간첩인가    어떻게   대한민국을   전복하려는놈을   장관  청화대에 있는  놈들  다걷어서   재활용도 못하는   소각해라"""
4502,"""민주당은 조국이 큰 하자 없다 했다지. 허허허... 너희들은 다음 선거에서 모두 죽을 것이다."""
4503,"""박통과 순실이는...죽창에게 비하면 완전히 세발의 피네...이건 뭐 최~악이네...이걸 미는 놈은?...말해 뭐혀?..."""
4504,"""여윽시 서울대 학생들은 똑똑하네. 조국이 저런사람이었다는걸 진작에 간파했었다는거자나.  문재인은 답을 알려줘도 모름 에휴"""
4505,"""자유당 군면제당이라고 욕 하더니 ㅎㅎ\n\n아참 김경수도 군대 안갔더라?? 더군면제당으로 이름 바꿔라"""
4506,"""학자가 권력욕이 가득하네  다시 학자를 할려니 주위에 파리들과 본인이 제어가 안되는가보네"""
4507,"""이런대도 하자가 없다면 어떤게 하자인데.............하자 없다는 인간 더위 먹어 犬풀 먹는 소리하네"""
4508,"""신종양파...조국"""
4509,"""완전 십적폐의 온상이지만 느그 이니가 묻지도 따지지도 않고 임명해줄거야"""
4510,""".................\""\""패밀리 범죄집단\""\"".................."""
4511,"""엉뚱한 문재앙에 구역질 내신 좃국 법무부장관님께서는 로동자 갖다 파시면서, 부동산투기하시고, 사모펀드 투자도 하시고, 본인한테 구역질 안 하셨나요?"""
4512,"""법을배운놈답게..........일반국민들이 모르거나 잘못하는 법망피하기에 달인이구만..............온갖 방법으로 국가 괴롭히기."""
4513,"""핵심은 이명박이 BBK와 유사해보이는 듣보잡 사모펀드 의혹, 조국이가 이사로 있던 학원재단의 조국이 동생에 대한 50억 양수권 무재판 인도다. 전자는 특검감이고 후자도 검찰수사 사안."""
4514,"""좌파정권의 또하나의 문제점이다. 지들 코드이 맞는 주사파만 뽑아재끼니 인물이 없어 쓰레기 같은 것들만 모아모아 쓴다"""
4515,"""생전 듣도보도 못한 pe에 말도 안되는 이력의 운용역에 10억 배팅 ㅋㅋㅋ 이야... 하도 개돼지 개돼지 하니까 국민들 전체가 개 돼지로 보였나봐?"""
4516,"""자금세탁문제도있다~ 사모펀드운용사 설립일,투자받은날 다조사해봐라 2016년도에 무슨일들이있었는지.찾아보면 퍼즐은 맞춰질거다"""
4517,"""후.안.무.치..."""
4518,"""아글씨 청문회를 보이콧 해버려. 암만떠들어도 청문회에서 다 밝혜잘거아님감. 지금나온 의혹이 가짜일때도.어쩌다한개있어도 보고서채택은 안할거는 뻔한거아닌감. 그러면 체면이 안서징."""
4519,"""각종 비리의 종합선물 셋트. 때리면 맞으면서 가겠다고? 역시 머리 좋은 놈이다."""
4520,"""조국아~ 니 자리는 법무부 장관이 아니고 감빵이야~ ~ ~ 재앙이 하고 같이 삶을 감빵에서 마무리 해라 ~ ~ ~"""
4521,"""추악한 경제공동체"""
4522,"""이쯤하면 내려와라.. 조국...\n더 추해지기 전에~~"""
4523,"""ㄱㅣ득권은 깨끗하면 못끼는 자리인가보다... ㅉㅉ"""
4524,"""내가하면 로멘스, 너가하면 불륜? 조오국 역겹다"""
4525,"""당장 임명 철회 해라,,,쓰레기를 법무장관에 안히려는 대통령이나 똑같이 취급 받기전에,,,,"""
4526,"""사퇴시켜라!"""
4527,"""ㅆ  ㄹ  ㄱ  폐기물 종합선물세트"""
4528,"""운동권놈들에게 국민은 개돼지라니까 뭘 자꾸 캐"""
4529,"""비리 종합세트 ㅋㅋㅋㅋ"""
4530,"""불법이란불법은죄다저질러놓고진실한사람인척\n히틀러스러운위선"""
4531,"""달창님들아...누구랑 비교해서 깨끗하네 라고 물타기 하지 말고 함 객관적으로 보도록 노력해봐요"""
4532,"""이 정권에 참여한 놈들 광화문 광장에  목 매달 날이 오겠지ᆢ"""
4533,"""다필요없고 병역비리면 내려와라걍"""
4534,"""허허 그녀석 완전 국해의원감인네."""
4535,"""정직하게 땀흘려 일하는 사람들은 상상도 못할 재산이네... 에휴...."""
4536,"""아니 적폐가 할만한 짖은 다하고 다녔는데 큰 하자가 없다? ㅋㅋㅋ 지금 내정되어 있는 장관들은 중범죄들임?"""
4537,"""빨갱이 정권이 국민을 개호구로 취급하네\n총선때 보자."""
4538,"""개의자슥디지라!!"""
4539,"""조국이를 감옥으로~~~~~"""
4540,"""그냥 범죄자구만\n근데 법무부장관?\n교도소나 가거라!!"""
4541,"""조조가 조상이구나~~.ㅊㅊ"""
4542,"""대깨문들어디감?"""
4543,"""내로남불 시젼하면 되겠내 ㅋㅋㅋ"""
4544,"""나 민주당 당원이다 내 눈에만 하자가 보이는건가???"""
4545,"""아직도 존재해서 입여는걸 보니 참 그당에 사람 정말없나보다  예전에 요상한말 해서 창문앞에 큰 현수막 걸렸던것같은데~~"""
4546,"""무슨 낯짝으로 저러는지 정말 모르겠다"""
4547,"""진짜 뻔뻔하다"""
4548,"""니기들은 이념은 다 똑같자나 그라제?"""
4549,"""이러고 평등 다같이 잘사는사회를 외쳤냐\n서민들은 집두채면안되고 니네는 특별시민인세 당연하고...\n좌파들 머리속이 정말궁굼하다"""
4550,"""이걸보고도 큰 하자 없다하는 여당은 눈에 뵈는게\n없냐?"""
4551,"""정치인들 없는곳에 한달만 피서 갔다오고 싶네"""
4552,"""문재앙이는  범죄자들만  데려다  놓으니  국민과  야당에서  아무리 반대해도 임명장  줄거다"""
4553,"""게대지 궁민 여러분 !  이제야 아셨나요 ?\n빨갱이들의 악날하고 비겁하고 추악한 모습을 ᆢ\nㅡ  그러나  때는 늦었어요 ᆢ앞으로  고통의 날들이 연속 될거예요 ,  거렁벵이 또는 적화통일 김정은  노예  생활이 대기 중 ㅡ"""
4554,"""많이구리긴하네..."""
4555,"""괜찬아요~~이니가있는데~기냥꽃으세여~청문회는~무슨.?~밥값아껴라~쇼~하지말고"""
4556,"""개똥+소똥+ 도야지똥+ 염소똥+고양이똥 +원숭이똥 !!!!!!!!!!!!!!!!! 어유 냄새 너무 독하네"""
4557,"""조국은  사회자본주의자"""
4558,"""국민이 원하지않는데 법무부장관이 될수있는건가요.."""
4559,"""사실이라면 내로남불의 끝판왕이네."""
4560,"""더러운 섹히  캬악 퉤퉤퉤 💦"""
4561,"""참 어이없는 놈이네~~!"""
4562,"""법무장관할사람이 그리없나 조국같은 쓰레기를 올리게 참 한심한 문정부"""
4563,"""권력에 맟을보면 파렴치한 짖거리 하여도 철면피 되는거야 참고 있서면 문가놈이 임명한다 이거지,"""
4564,"""국민을  삶은 소대가리로  보는거징  쩝"""
4565,"""적당히 해쳐먹고 슬쩍 발빼겠지.. 문재앙따까리스럽게..."""
4566,"""문재앙 새기는 신경도안씀"""
4567,"""원조 적폐"""
4568,"""조국아\n당신의 조국은 어디인가\n떠나거라\n미꾸라지처럼 \n이리저리 피해다니지말고\n빨리 사퇴해라"""
4569,"""괜찮아.. 문쪼다가 임명해줄건데.."""
4570,"""참 복잡하게산다 너도ㅠ"""
4571,"""민주당도 보면 자기들이 하면 로멘스야~~ 남이하면 역적이구  집권오래 할려면  니들도 아닌거는 아니라 답해라"""
4572,"""법을 잘 알고, 맹점을 파악해서 현실과 법 사이의 실익과 정보를 교묘히 활용하는 운영 및 처세의 달인이었던 것.. 이러한 달인의 능력이 더 유용할 케이블 방송계로 강추 ~ㅎㅎㅎ"""
4573,"""대한민국에 이렇게 인재가 없냐?\n청렴하고  공정하고 누구나다공감할만한  인물이 \n냄시나는 조국밖에 없냐~~\n조국만이 대한민국 법무부장관 감이냐~~\n내가보기엔   서울대교수감도 아닌디~~~\n찾아보면 휼륭하신분 많다이~~"""
4574,"""이건아니지?  법무부장관은 개나소나 아무나 하는거냐? 빨리 탄핵합시다!"""
4575,"""정말 제대로 도덕적으로  깨끗한  정치인 이렇게 없나! 똑같은 놈들 뿐이구나!"""
4576,"""ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이럴줄알았다 이새끼"""
4577,"""내로남불을 뛰어넘는 조로남불 겁먹은 개塞끼 삶은 소대가리 문산군은 지명철회하라"""
4578,"""머리좋네 \n할거 다하고~!"""
4579,"""조국은 다들아니라고들얘기하는데 적임자라고 하는인간들은 도대체 어떤인간들일까? 한심한 인간들이 아직도 있넹"""
4580,"""문제는 이래도 임명"""
4581,"""해먹을때 확실시하고  안도면 죽는거지?\n인생별거 있냐  \n죽으면 말이없어요"""
4582,"""제대로된놈이없네. 다썩어. 빠졌다"""
4583,"""조국.뭘 볼께 있냐 ㅉㅉ 나라 망한다"""
4584,"""재인이는 안고간다고 할꺼디ㅡ  ㅋㅋ  의미없다 청문회자체가 독재 예비국가라"""
4585,"""썩은내보소"""
4586,"""주사파 놈들이 장관 한다고 설치는데 졷같다 정말"""
4587,"""쓰렉이네 어휴"""
4588,"""어니언조물괴.. 이건 뭐 완전 사기로 도배된 자네. 호적은 정확하냐? 혹시 북괴동남아산 아니냐."""
4589,"""그럼그렇지 더하면 더했지   🐕🐕🐕🐕🐕🐕 들 쿠린내가 진동하네 빨갱이 쪼차냅시다...."""
4590,"""좃국이같은 주사파새키낳은 여편네 탈세는"""
4591,"""이색 게색 점마난 똘똘이같은 10 색...이 간첩 색을 어디에 앉혀?? 아 놔 재앙 이 18 색..."""
4592,"""어떻게 이런자가 서울대 법대 교수로 임용된건지\n철저히 조사해야한다.\n시민단체몫으로 된경로부터 조사해라"""
4593,"""하자 종합세트. 쪽팔리게 굴지말고 사퇴해야."""
4594,"""이 사람 교수직도 그만두게 해야한다.\n이 사람 그만두면 교수 10명 추가로 채용할 수 있다"""
4595,"""왜 순공감이 없냐.....네이버도 경고다."""
4596,"""나라를 사회주의화  하기 위한 작업일 뿐"""
4597,"""정은이한테 통째로 넘겨라 ?"""
4598,"""보트 피플 서막인가!"""
4599,"""재산봐라 ㅋ\n의혹이 넘쳐나네..."""
4600,"""빨갱이들 탄핵 시켜야지"""
4601,"""조용히 교수나 하셨지 그랬어요..."""
4602,"""법무부장관 할사람 그렇게 없나요?"""
4603,"""우리모두조국처럼행동하면법적도의적책임을떠나법무부장관이될수있나봐요. 고집불통문재인만나서출세하네요"""
4604,"""본인은  위법으로  재산불리려하고  사회주의  찬양은 뭐냐"""
4605,"""뭐 맞고 가겠다고 이미 말 했는데 문재인이 알아서 임명 시키겠지 뭐. 청문회에서 거짓말한 사람도 총장하는데 뭐..."""
4606,"""이상 하게    예쁜이 과일 을 좋야 하나 봐    상처  투성이구\n흠만  가득한 사람세워 같이 싸우게 만들고 그다음 상대방\n하구  문 닫어 버리구  ㅋ"""
4607,"""공산당 간부는 역시 지 맘대로 해도 괜찮고 인민은 저 경우라면 어떻게 될까?"""
4608,"""이건 좀 아닌거 같네요......"""
4609,"""악플 달지 마세요. 어차피 장관임명 될텐데, 그땐 악플러들 다 고사포에 죽습니다. ㅎㄷㄷ..."""
4610,"""개털리고  쪽다팔고  이미지 낙인찍히고...그래도  누가시켜줄꺼야!"""
4611,"""측근들은 정치 시키지 말아야..짜고치는 고스톱같다.."""
4612,"""켕기는게    많으니  안전장치로  학교에 휴직계 내지 !  보험하나  큰거 들어놨네~"""
4613,"""신적폐~!! OUT~!!"""
4614,"""아! 이런 자를......"""
4615,"""달창들아~~\n변명해보라구\n머라고씨부리는 지보자"""
4616,"""하나같이 자격미달이구나ᆢ참  다  거지같이살아왔구나"""
4617,"""조국이 법무장관 글고 대선까지 나오면 왜놈좀비쇄키들 벌떼처럼 달려들겠네. 어떤 영화에서 좀비(적폐들)들 죽이는 여자주인공 생각난다"""
4618,"""한국당 그 누구보다 더 능력있고 일잘하는 사람이라고 확신한다..한국당을 비롯하여 야당은 정파싸움으로 몰고가지마라.\n한국당 그 누구보다 더 깨끗하고 참신한 인물이다."""
4619,"""왜 진보 믿는 애들은 빨갱이들을 좋아할까 ㅋㅋㅋㅋㅋ 악마들 이념인데 지난 100년 넘게 그렇게 당하고도... 아직까지 빨아 재끼는거 보면 역시 조선인은 학습효과가 없다 개돼지들은 당해봐야 정신차린다"""
4620,"""이정도면 이명박근혜 보다 깨끗하다 못해 너무착한거아니야?  차기 대통이되어서 죽창들고 김정은 뱃지 달고 살게 해주세요 ㅋㅋ\n젓나도민 일동"""
4621,"""문어벙이 국민들에게 종합선물세트를 보내준 거임 국민들이 원숭이로 보이는거지..ㅋㅋㅋㅋㅋ"""
4622,"""문죄인 가장문제 최고의 독재자"""
4623,"""세금빨아쳐먹는 모기새77l들 나라 도적놈들이 왜이리 많냐 저딴게 사법계 수장 법무부장관 후보로 거론되다니 뭐 의심되는게 한두개여야지ㅜ에휴에휴 ㅉㅉㅉ"""
4624,"""어차피 지명할꺼 알면서~  몇일만 쪽팔리면  되잖아"""
4625,"""문씨는 박근혜 대통령 발가락에 때보다도 못한 새끼다"""
4626,"""좇국"""
4627,"""이념은 개뿔. 토착왜구 박정희 다까끼마사오 독재가 싫었으면  그랬겠냐!!!!!"""
4628,"""저게 인간이냐? ㅋㅋㅋㅋ ㅋㅋㅋㅋㅋ"""
4629,"""그동안 장관후보자들이 왜 자격 안되는데도 추천됐는지 알겠다....내기준에 깨끗한거였네...."""
4630,"""이러니 빨갱이정권이란 소리 듣지...이석기보다 더 심한 골수 빨갱이...."""
4631,"""빨갱이 그 자체"""
4632,"""좃국 임명한다면 큰 희생을 치러야 할것이요. 문통님 진짜 잘 생각하세요"""
4633,"""썩어빠진 3끼...애비부터 네놈까지 이정도 해처먹었으면 낮짝이라도 가리고 다녀라...데까리 숙이던지...만약 장관될거라고 발악을 한다면 니뿐만 아니라 고집쟁이까지 더러운 종자가 된다. 그래놓고도 민정수석을 했냐?"""
4634,"""ㄲㄹㅈ 좋다. 너도 박근혜 , 최순실 따라서 깜방에 좀 들어가라. 징역은 30년이면 될거같다."""
